City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Iki-Burul,RU,45.8208,44.6472,68.4,58,99,9.82,overcast clouds
461,Abu Dhabi,AE,24.4667,54.3667,93.31,66,0,7.34,clear sky
462,Bethel,US,41.3712,-73.414,88.16,62,1,5.01,clear sky
463,Pochutla,MX,15.7432,-96.4661,90.82,51,100,3.33,overcast clouds
464,Mandera,KE,3.9366,41.867,89.76,35,89,5.91,overcast clouds
465,Changping,CN,40.2186,116.2197,73.51,34,16,7.0,few clouds
466,Sambava,MG,-14.2667,50.1667,75.33,83,90,4.09,overcast clouds
467,Belle Fourche,US,44.6714,-103.8522,90.34,35,30,5.01,scattered clouds
468,Ust-Nera,RU,64.5667,143.2,60.48,52,22,2.75,few clouds
469,Imbituba,BR,-28.24,-48.6703,76.89,57,0,11.34,clear sky
470,Zhezkazgan,KZ,47.8043,67.7144,64.81,28,88,19.37,overcast clouds
471,Encruzilhada,BR,-15.5314,-40.9094,76.35,61,78,10.02,broken clouds
472,La Ronge,CA,55.1001,-105.2842,61.07,61,100,5.59,overcast clouds
473,Clyde River,CA,70.4692,-68.5914,30.43,93,90,16.11,light snow
474,Camana,PE,-16.6228,-72.7111,67.05,75,7,6.38,clear sky
475,Yulara,AU,-25.2406,130.9889,46.24,61,0,5.75,clear sky
476,Semporna,MY,4.4818,118.6112,77.2,79,91,4.03,overcast clouds
477,Namibe,AO,-15.1961,12.1522,77.65,54,1,5.7,clear sky
478,Gamba,GA,-2.65,10.0,80.24,77,61,8.79,broken clouds
479,Akropong,GH,5.9746,-0.0854,81.55,52,83,10.07,broken clouds
480,Pinega,RU,64.7001,43.3936,75.76,32,9,9.08,clear sky
481,Utrecht,NL,52.0,5.25,66.29,83,99,4.0,overcast clouds
482,Ozernovskiy,RU,51.5,156.5167,44.76,85,100,18.88,light rain
483,Hofn,IS,64.2539,-15.2082,48.9,81,97,4.81,overcast clouds
484,Itarema,BR,-2.9248,-39.9167,88.03,49,0,12.66,clear sky
485,Hennebont,FR,47.8051,-3.2734,65.64,67,75,8.46,broken clouds
486,Waitati,NZ,-45.75,170.5667,50.81,59,100,4.16,overcast clouds
487,Clyde,US,41.3042,-82.9752,83.35,45,1,16.2,clear sky
488,Barra Do Garcas,BR,-15.89,-52.2567,88.81,27,68,8.46,broken clouds
489,Brandon,US,27.9378,-82.2859,89.94,67,40,1.99,scattered clouds
490,Mpraeso,GH,6.5932,-0.7346,89.08,41,62,8.48,broken clouds
491,Santa Isabel,BR,-23.3156,-46.2214,78.1,38,0,4.59,clear sky
492,Korla,CN,41.7597,86.1469,81.95,20,42,8.28,scattered clouds
493,Hamilton,US,39.1834,-84.5333,84.76,54,20,3.0,few clouds
494,Inuvik,CA,68.3499,-133.7218,33.84,88,100,11.16,overcast clouds
495,Ostersund,SE,63.1792,14.6357,74.61,28,93,9.22,overcast clouds
496,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,69,78,5.14,broken clouds
497,Carballo,ES,43.213,-8.691,77.58,80,5,8.77,clear sky
498,Mehamn,NO,71.0357,27.8492,42.57,74,70,17.27,broken clouds
499,Hasaki,JP,35.7333,140.8333,66.6,81,100,5.41,overcast clouds
500,Reserva,BR,-24.6503,-50.8506,74.37,45,1,5.57,clear sky
501,Maues,BR,-3.3836,-57.7186,86.61,65,28,4.25,scattered clouds
502,Ischia,IT,40.7342,13.9471,76.55,82,98,3.0,overcast clouds
503,Smithers,CA,54.7804,-127.1743,48.52,71,75,3.44,broken clouds
504,San Angelo,US,31.4638,-100.437,80.29,75,20,1.01,few clouds
505,Coolum Beach,AU,-26.5333,153.1,52.11,90,3,7.72,clear sky
506,Atar,MR,20.5169,-13.0499,102.81,14,55,20.62,broken clouds
507,Golkoy,TR,40.6875,37.6178,54.81,82,77,5.26,broken clouds
508,Altay,CN,47.8667,88.1167,46.54,67,8,13.4,clear sky
509,Kampot,KH,10.6167,104.1833,78.85,81,100,8.68,overcast clouds
510,Bar Harbor,US,44.3876,-68.2039,83.34,64,1,14.74,clear sky
511,Moose Factory,CA,51.2585,-80.6094,50.0,71,1,6.91,clear sky
512,Pisco,PE,-13.7,-76.2167,66.25,72,47,8.05,scattered clouds
513,Burkburnett,US,34.0979,-98.5706,75.92,86,75,1.01,broken clouds
514,Flinders,AU,-34.5833,150.8552,53.19,55,99,1.01,overcast clouds
515,Moindou,NC,-21.6924,165.677,69.75,85,97,11.81,overcast clouds
516,Faanui,PF,-16.4833,-151.75,80.83,73,99,8.5,overcast clouds
517,Alice Springs,AU,-23.7,133.8833,40.55,70,0,5.41,clear sky
518,Muzaffarabad,PK,34.37,73.4711,77.95,65,43,3.62,light rain
519,Kuvandyk,RU,51.4781,57.3552,57.74,52,59,6.62,broken clouds
520,Sosva,RU,59.1766,61.8558,65.95,56,83,5.7,broken clouds
521,Kavieng,PG,-2.5744,150.7967,81.32,81,83,8.97,moderate rain
522,Arvin,US,35.2091,-118.8284,94.57,44,0,3.98,clear sky
523,Lucapa,AO,-8.4192,20.7447,79.0,33,76,4.32,broken clouds
524,Lima,PE,-12.0432,-77.0282,64.13,95,90,8.05,overcast clouds
525,Richards Bay,ZA,-28.783,32.0377,61.68,80,18,6.85,light rain
526,Fukue,JP,32.6881,128.8419,67.12,84,89,8.9,overcast clouds
527,Nicoya,CR,10.1483,-85.452,89.15,58,43,7.45,scattered clouds
528,Nanning,CN,22.8167,108.3167,76.08,71,45,3.04,scattered clouds
529,Saravan,AM,39.7196,45.6483,68.65,59,96,3.11,overcast clouds
530,Ambatofinandrahana,MG,-20.55,46.8,58.01,76,76,3.87,broken clouds
531,Tuatapere,NZ,-46.1333,167.6833,49.82,90,6,4.21,clear sky
532,Ampanihy,MG,-24.7,44.75,63.54,84,59,10.56,broken clouds
533,Cortez,US,37.3489,-108.5859,83.03,25,1,4.61,clear sky
534,Kamenka,RU,51.3223,42.7678,54.77,95,100,11.88,light rain
535,Rio Grande,BR,-32.035,-52.0986,71.06,71,21,5.5,few clouds
536,Grindavik,IS,63.8424,-22.4338,54.55,93,90,21.79,light intensity drizzle rain
537,Bafq,IR,31.6128,55.4107,98.83,6,0,7.31,clear sky
538,Deniliquin,AU,-35.5333,144.9667,46.99,62,83,7.92,broken clouds
539,Pervomayskoye,RU,43.919,46.7102,70.95,59,100,4.68,overcast clouds
540,Rodding,DK,55.3657,9.0632,71.49,73,99,7.92,overcast clouds
541,Itacare,BR,-14.2775,-38.9967,84.09,71,9,9.55,clear sky
542,Dzaoudzi,YT,-12.7887,45.2699,80.49,74,90,25.32,overcast clouds
543,Menongue,AO,-14.6585,17.691,68.88,23,35,5.3,scattered clouds
544,Yelizovo,RU,53.1873,158.3805,41.14,100,90,17.9,light rain
545,Springfield,US,37.2153,-93.2982,80.89,65,1,7.0,clear sky
546,Kloulklubed,PW,7.0419,134.2556,77.5,84,100,9.33,overcast clouds
547,Necochea,AR,-38.5473,-58.7368,58.03,48,75,13.33,broken clouds
548,Worthington,US,40.0931,-83.018,85.17,47,1,1.99,clear sky
549,Edd,ER,13.9297,41.6925,91.18,59,7,11.5,clear sky
550,Nanchong,CN,30.7951,106.0847,75.22,59,87,3.33,overcast clouds
551,Itoman,JP,26.1247,127.6694,79.57,98,75,9.22,broken clouds
552,Castanheira De Pera,PT,40.0072,-8.2105,82.06,35,10,12.68,clear sky
553,Issaquah,US,47.5301,-122.0326,59.41,78,90,1.99,overcast clouds
554,Morros,BR,-9.4467,-46.3003,89.78,34,91,10.76,overcast clouds
555,Mizdah,LY,31.4451,12.9801,87.51,18,76,13.58,broken clouds
556,Okha,RU,53.5739,142.9478,34.59,97,100,14.38,light rain
557,Vagur,FO,61.4732,-6.8119,49.48,89,77,14.45,broken clouds
558,Lindenhurst,US,40.6868,-73.3735,90.48,68,1,4.0,clear sky
559,Klyuchi,RU,52.2667,79.1667,52.59,51,12,6.53,few clouds
560,Davila,PH,18.4726,120.5763,83.5,79,100,13.56,overcast clouds
561,Milkovo,RU,54.7167,158.6167,47.12,89,100,4.92,overcast clouds
562,Mujiayingzi,CN,42.1167,118.7833,59.27,51,21,2.35,few clouds
563,Tari,NG,12.4086,4.4914,103.41,23,57,3.4,broken clouds
564,Tamiahua,MX,21.2667,-97.45,85.35,64,98,2.21,overcast clouds
565,Mocajuba,BR,-2.5842,-49.5072,87.94,60,8,3.09,clear sky
566,Kapit,MY,2.0167,112.9333,73.56,99,47,0.98,scattered clouds
567,Pailon,BO,-17.65,-62.75,83.88,42,100,18.43,overcast clouds
568,Carbonia,IT,39.1672,8.5222,74.98,60,83,1.77,broken clouds
569,Aswan,EG,24.0934,32.907,95.99,9,35,15.75,scattered clouds
570,Pontianak,ID,-0.0333,109.3333,78.78,94,75,2.44,broken clouds
571,Coihaique,CL,-45.5752,-72.0662,46.35,53,75,4.61,broken clouds
572,Frontera,MX,26.9333,-101.45,80.02,48,25,2.75,scattered clouds
573,Gomel,BY,52.4345,30.9754,69.78,49,75,6.4,broken clouds
574,Xining,CN,36.6167,101.7667,60.4,35,100,2.46,overcast clouds
575,Masuguru,TZ,-11.3667,38.4167,75.38,59,100,3.62,overcast clouds
576,Louis Trichardt,ZA,-23.0439,29.9032,52.97,49,1,7.72,clear sky
577,Altus,US,34.6381,-99.334,75.06,68,75,11.5,broken clouds
578,Finschhafen,PG,-6.6024,147.8681,77.47,86,83,5.08,broken clouds
579,Dyersburg,US,36.0345,-89.3856,84.38,57,58,5.75,broken clouds
580,Bahia Blanca,AR,-38.7196,-62.2724,56.25,40,0,13.94,clear sky
581,Bugarama,TZ,-2.8706,30.5281,68.52,70,97,3.06,overcast clouds
582,Katakwi,UG,1.8911,33.9661,66.83,91,94,3.09,moderate rain
583,Micheweni,TZ,-4.9667,39.8333,78.39,79,70,14.63,broken clouds
584,Zhaotong,CN,27.3167,103.7167,64.98,47,99,1.92,overcast clouds
585,Moree,AU,-29.4667,149.85,41.02,87,15,5.75,few clouds
586,Haines Junction,CA,60.7522,-137.5108,51.75,58,92,11.5,overcast clouds
587,Valdepenas,ES,38.7621,-3.3848,63.37,54,100,10.27,moderate rain
588,Waterlooville,GB,50.8807,-1.0304,73.26,100,32,12.19,scattered clouds
589,Goderich,CA,43.7501,-81.7165,80.04,47,92,11.5,overcast clouds
590,Wana,PK,32.2989,69.5725,79.34,42,21,3.96,few clouds
591,Tahoua,NE,14.8888,5.2692,89.58,35,75,9.22,broken clouds
592,Tonantins,BR,-2.8731,-67.8022,84.16,77,58,2.13,broken clouds
593,Kaliganj,BD,23.4095,89.1402,86.95,64,99,11.7,light rain
594,Savannakhet,LA,16.566,104.751,76.91,92,100,4.88,overcast clouds
595,Shevchenko,UA,48.5,35.0,67.24,68,0,6.55,clear sky
596,Luang Prabang,LA,19.8856,102.1347,74.84,95,100,1.86,overcast clouds
597,Maine-Soroa,NE,13.2114,12.0241,103.57,16,94,7.0,overcast clouds
598,Corovode,AL,40.5042,20.2272,74.05,51,75,7.72,broken clouds
599,Moroni,KM,-11.7022,43.2551,77.25,81,64,18.68,light rain
600,Krasnyy Chikoy,RU,50.3643,108.7512,61.41,52,98,3.98,overcast clouds
601,Adrar,MR,20.5022,-10.0711,104.74,12,4,19.55,clear sky
602,Yuancheng,CN,36.652,107.7896,69.69,21,4,5.75,clear sky
603,Sandwick,GB,60.0,-1.25,51.62,87,90,8.66,haze
604,Griffith,US,41.5284,-87.4237,86.9,50,75,5.01,broken clouds
605,Vila Velha,BR,-20.3297,-40.2925,80.96,82,75,3.44,broken clouds
606,Wamba,NG,8.9333,8.6,82.69,66,93,5.57,overcast clouds
607,Zhigansk,RU,66.7697,123.3711,42.44,72,51,7.23,broken clouds
608,Rock Sound,BS,24.9,-76.2,79.11,81,81,16.64,broken clouds
609,Gayny,RU,60.3071,54.3241,69.03,47,23,6.89,few clouds
610,Balite,PH,15.6469,120.6383,81.95,85,87,1.12,overcast clouds
611,Pushkino,RU,56.0172,37.8667,68.29,70,92,6.24,overcast clouds
612,Fenoarivo Atsinanana,MG,-17.3667,49.4167,74.14,86,8,5.23,clear sky
613,Gopalpur,IN,19.2667,84.9167,86.02,76,11,15.48,few clouds
614,Sivas,TR,39.7916,37.0019,56.03,54,40,11.5,scattered clouds
615,Nalut,LY,30.3333,10.85,97.88,10,13,16.2,few clouds
616,Jinji,CN,23.2281,110.8261,72.99,87,18,1.72,few clouds
617,Santa Marta,CO,11.2408,-74.199,91.35,72,93,12.24,overcast clouds
618,Turukhansk,RU,65.8167,87.9833,36.25,95,99,13.69,overcast clouds
619,Middle Island,US,40.8843,-72.9373,88.16,64,1,10.36,clear sky
620,Tura,IN,25.5198,90.2201,75.49,94,89,8.63,moderate rain
621,Henties Bay,NA,-22.116,14.2845,73.45,39,0,6.82,clear sky
622,Santa Maria,BR,-29.6842,-53.8069,77.02,56,74,15.12,broken clouds
623,Kroya,ID,-7.6331,109.2461,77.2,84,80,1.19,broken clouds
624,Manzanillo,CU,20.3433,-77.1167,85.3,65,0,4.88,clear sky
625,Acari,PE,-15.4311,-74.6158,75.15,53,23,7.83,few clouds
626,Sinnamary,GF,5.3833,-52.95,82.29,77,58,11.27,heavy intensity rain
627,Bathsheba,BB,13.2167,-59.5167,86.61,58,40,20.36,scattered clouds
628,Sakakah,SA,29.9697,40.2064,98.17,10,1,12.33,clear sky
629,Erie,US,42.7667,-78.6664,82.26,58,61,5.01,broken clouds
630,Maun,BW,-19.9833,23.4167,66.16,32,0,6.91,clear sky
631,Dudinka,RU,69.4058,86.1778,30.81,90,100,5.75,overcast clouds
632,Gannan,CN,47.9147,123.5031,51.94,89,10,6.89,clear sky
633,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,75.85,51,100,2.82,overcast clouds
634,Kieta,PG,-6.2167,155.6333,78.26,85,16,5.55,few clouds
635,Caruaru,BR,-8.2833,-35.9761,79.05,62,53,11.68,broken clouds
636,Yichang,CN,30.7144,111.2847,74.07,76,19,3.42,light rain
637,Hami,CN,42.8,93.45,77.09,32,100,4.81,moderate rain
638,Chippewa Falls,US,44.9369,-91.3929,86.18,47,1,12.93,clear sky
639,Campana,AR,-34.1687,-58.9591,61.12,77,100,10.51,overcast clouds
640,Rivera,UY,-30.9053,-55.5508,71.69,74,88,13.78,moderate rain
641,Baltimore,US,39.2904,-76.6122,91.26,47,20,7.83,few clouds
642,Itaituba,BR,-4.2761,-55.9836,93.36,55,40,5.14,scattered clouds
643,Oranjemund,NA,-28.55,16.4333,73.08,22,0,15.7,clear sky
644,Oistins,BB,13.0667,-59.5333,86.09,58,40,21.85,scattered clouds
645,Mvuma,ZW,-19.2792,30.5283,48.65,67,10,11.68,clear sky
646,Lichuan,CN,30.3,108.85,58.71,87,87,1.41,overcast clouds
647,Urumqi,CN,43.801,87.6005,61.75,77,40,10.18,light rain
648,Camocim,BR,-2.9022,-40.8411,89.01,52,2,7.25,clear sky
649,Cukai,MY,4.25,103.4167,80.74,85,91,5.46,overcast clouds
650,Palora,EC,-1.7,-77.9333,78.78,71,46,3.85,light rain
651,Salinas,US,36.6777,-121.6555,64.65,68,90,5.75,overcast clouds
652,Lagos,NG,6.5833,3.75,78.53,90,98,5.19,moderate rain
653,Clarence Town,AU,-32.5833,151.7833,49.86,67,98,5.61,overcast clouds
654,Mamallapuram,IN,12.6264,80.1722,86.05,73,99,11.54,overcast clouds
655,Port-Cartier,CA,50.0334,-66.8654,51.93,98,100,1.74,overcast clouds
656,Mbulu,TZ,-3.85,35.5333,59.41,72,76,7.78,broken clouds
657,Rudbar,AF,30.15,62.6,101.41,6,0,6.51,clear sky
658,Parkes,AU,-33.1333,148.1833,36.36,83,81,3.56,broken clouds
659,Mehran,IR,33.1222,46.1646,101.68,9,2,9.82,clear sky
660,Jieshi,CN,22.8134,115.8257,80.91,82,95,3.31,overcast clouds
661,Naze,JP,28.3667,129.4833,72.43,87,100,2.8,moderate rain
662,Ferreira Do Alentejo,PT,38.05,-8.0333,83.79,24,20,8.05,few clouds
663,Madang,PG,-5.2246,145.7966,75.78,92,66,3.58,broken clouds
664,Akyab,MM,20.15,92.9,83.7,80,90,8.48,overcast clouds
665,Riviere-Au-Renard,CA,48.9957,-64.3971,62.89,74,100,14.38,overcast clouds
666,Sioux Lookout,CA,50.1001,-91.917,77.38,51,37,6.51,scattered clouds
667,Tando Jam,PK,25.4272,68.5362,90.57,54,0,19.51,clear sky
668,Vilkija,LT,55.05,23.5833,71.53,72,59,5.93,broken clouds
669,Lishan,CN,31.8576,113.2951,70.23,83,0,5.73,clear sky
670,Washington,US,47.5001,-120.5015,62.94,51,13,7.83,few clouds
671,Upington,ZA,-28.4478,21.2561,64.78,16,0,5.75,clear sky
672,General Teran,MX,25.2667,-99.6833,82.4,56,0,6.55,clear sky
673,Vangaindrano,MG,-23.35,47.6,68.43,88,24,9.22,light rain
674,Kondinskoye,RU,59.6481,67.41,68.81,47,69,12.91,broken clouds
675,Liverpool,GB,53.4106,-2.9779,72.28,59,40,5.01,scattered clouds
676,Mumford,GH,5.2618,-0.759,82.27,74,93,13.27,overcast clouds
677,Juneau,US,58.3019,-134.4197,50.85,93,90,3.0,light rain
678,Guiratinga,BR,-16.3494,-53.7583,88.16,27,46,10.78,scattered clouds
679,Robat Karim,IR,35.4846,51.0829,98.46,10,0,0.0,clear sky
680,Broome,US,42.2506,-75.833,86.02,49,1,5.01,clear sky
681,Auki,SB,-8.7676,160.7034,76.53,85,100,3.0,overcast clouds
682,Marzuq,YE,14.4,46.4667,86.43,26,70,10.56,broken clouds
683,Show Low,US,34.2542,-110.0298,81.28,17,1,12.66,clear sky
684,Derzhavinsk,KZ,51.1,66.3167,60.84,34,93,8.21,overcast clouds
685,Nizhniy Odes,RU,63.6445,54.856,73.92,31,24,8.03,few clouds
686,Cabedelo,BR,-6.9811,-34.8339,84.87,68,16,14.36,few clouds
687,Krivosheino,RU,57.3431,83.9261,55.89,57,97,9.84,overcast clouds
688,Geraldton,AU,-28.7667,114.6,50.41,87,0,7.4,clear sky
689,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,53,0,16.11,clear sky
690,Iquique,CL,-20.2208,-70.1431,64.44,72,2,7.14,clear sky
