City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Mosetse,BW,5/31/21 15:22,-20.75,26.65,75.74,21,76,3.8
282,Namibe,AO,5/31/21 15:20,-15.1961,12.1522,78.96,55,0,13.18
283,Kargat,RU,5/31/21 15:22,55.1956,80.2811,66.99,68,14,9.17
284,Norman Wells,CA,5/31/21 15:18,65.282,-126.8329,50.04,71,90,2.3
285,Luganville,VU,5/31/21 15:22,-15.5333,167.1667,74.12,85,100,4.94
286,Karasjok,NO,5/31/21 15:22,69.4719,25.5112,50.11,55,100,16.4
287,Jaumave,MX,5/31/21 15:22,23.4167,-99.3833,74.48,69,42,4.63
288,Gold Coast,AU,5/31/21 15:22,-28,153.4333,57,83,34,1.01
289,Nuevo Progreso,MX,5/31/21 15:22,23.1667,-97.95,85.59,71,31,7.99
290,Solnechnyy,RU,5/31/21 15:22,50.7214,136.6319,48.22,72,82,3.8
291,Los Llanos De Aridane,ES,5/31/21 15:22,28.6585,-17.9182,67.75,76,75,10.42
292,Simao,CN,5/31/21 15:22,22.7886,100.9748,66.7,95,23,3.15
293,Paamiut,GL,5/31/21 15:22,61.994,-49.6678,36.91,84,94,7.11
294,Okhotsk,RU,5/31/21 15:22,59.3833,143.3,38.62,87,100,5.88
295,Keroka,KE,5/31/21 15:22,-0.7758,34.9453,60.82,91,89,2.26
296,Vardo,NO,5/31/21 15:22,70.3705,31.1107,48.4,83,100,27.29
297,San Vicente,AR,5/31/21 15:22,-26.6167,-54.1333,68.31,26,0,3.31
298,Otradnoye,RU,5/31/21 15:22,59.7775,30.8181,57.94,58,100,7.34
299,Madras,IN,5/31/21 15:22,13.0878,80.2785,87.96,84,20,4
300,Bethel,US,5/31/21 15:22,41.3712,-73.414,56.05,82,90,1.99
301,Abu Samrah,SY,5/31/21 15:22,35.3029,37.1841,90.91,14,0,24.92
302,Iberia,US,5/31/21 15:22,29.9502,-91.7507,80.98,65,1,7.94
303,Kumluca,TR,5/31/21 15:22,36.3703,30.2869,75.43,64,4,8.59
304,Visegrad,BA,5/31/21 15:22,43.7847,19.2992,53.44,84,100,5.21
305,Mamallapuram,IN,5/31/21 15:22,12.6264,80.1722,88.05,72,89,15.12
306,Ambilobe,MG,5/31/21 15:22,-13.2,49.05,75.92,69,10,1.39
307,Mecca,SA,5/31/21 15:20,21.4267,39.8261,102.2,25,19,14.67
308,Comodoro Rivadavia,AR,5/31/21 15:21,-45.8667,-67.5,42.66,87,90,6.91
309,Trabzon,TR,5/31/21 15:22,40.9167,39.8333,64.49,78,75,9.22
310,Pacific Grove,US,5/31/21 15:22,36.6177,-121.9166,64.63,89,1,5.01
311,Ugoofaaru,MV,5/31/21 15:22,5.6667,73,83.53,74,75,19.37
312,General Jose Eduvigis Diaz,PY,5/31/21 15:22,-27.1667,-58.4167,70.05,33,0,4.52
313,Anadyr,RU,5/31/21 15:22,64.75,177.4833,36.1,69,0,3.69
314,Rocha,UY,5/31/21 15:22,-34.4833,-54.3333,60.21,52,12,19.64
315,Mahibadhoo,MV,5/31/21 15:22,3.7833,72.9667,83.71,67,75,19.28
316,Bereda,ES,5/31/21 15:22,43.2686,-7.5406,85.14,44,0,4.29
317,Morant Bay,JM,5/31/21 15:22,17.8815,-76.4093,86.63,68,95,10.4
318,Port Macquarie,AU,5/31/21 15:22,-31.4333,152.9167,49.37,90,7,4.92
319,Mocuba,MZ,5/31/21 15:22,-16.8392,36.9856,73.62,68,5,5.35
320,Alvdal,NO,5/31/21 15:22,62.1077,10.6307,66.04,37,100,5.84
321,Melur,IN,5/31/21 15:22,10.05,78.3333,87.62,49,98,7.25
322,Sistranda,NO,5/31/21 15:22,63.7256,8.834,58.96,84,100,12.53
323,Douentza,ML,5/31/21 15:22,14.9951,-2.9517,107.62,11,61,5.01
324,Bambanglipuro,ID,5/31/21 15:22,-7.95,110.2833,59.61,90,95,4.9
325,Khatanga,RU,5/31/21 15:22,71.9667,102.5,35.33,98,100,8.12
326,Drayton Valley,CA,5/31/21 15:22,53.2168,-114.9854,58.91,74,91,4.81
327,Corning,US,5/31/21 15:22,42.1428,-77.0547,67.12,47,1,8.86
328,Khandyga,RU,5/31/21 15:22,62.6667,135.6,45.3,93,47,2.28
329,Yulara,AU,5/31/21 15:21,-25.2406,130.9889,60.64,33,90,4.61
330,Kaitangata,NZ,5/31/21 15:22,-46.2817,169.8464,46.92,84,94,5.46
331,Severo-Kurilsk,RU,5/31/21 15:22,50.6789,156.125,37.04,98,100,27.81
332,Palu,ID,5/31/21 15:20,-0.8917,119.8707,77.02,96,92,2.28
333,Yumen,CN,5/31/21 15:22,40.2833,97.2,67.84,10,0,10.29
334,Iqaluit,CA,5/31/21 15:22,63.7506,-68.5145,35.33,74,75,5.99
335,Zhigansk,RU,5/31/21 15:22,66.7697,123.3711,55.78,40,69,8.48
336,Laguna,US,5/31/21 15:20,38.421,-121.4238,84.09,52,1,1.99
337,Kargopol,RU,5/31/21 15:22,61.5071,38.9456,54.84,42,98,2.21
338,Isabela,PH,5/31/21 15:22,6.7085,121.9711,78.85,84,100,2.17
339,Itupiranga,BR,5/31/21 15:22,-5.1347,-49.3267,93.52,40,3,4.12
340,Rawson,AR,5/31/21 15:20,-43.3002,-65.1023,46.71,69,100,11.54
341,Biak,ID,5/31/21 15:22,-0.9131,122.8766,76.75,85,100,4.36
342,San Quintin,MX,5/31/21 15:22,30.4833,-115.95,61.16,73,54,4.23
343,Krasnoselkup,RU,5/31/21 15:22,65.7,82.4667,45.14,56,100,8.48
344,Bafq,IR,5/31/21 15:22,31.6128,55.4107,99.21,6,0,5.41
345,Iwaki,JP,5/31/21 15:22,37.05,140.8833,60.03,94,100,4.34
346,Tromso,NO,5/31/21 15:22,69.6496,18.957,56.05,81,75,12.66
347,Outjo,NA,5/31/21 15:22,-20.1167,16.15,79.03,12,98,0.72
348,Coolum Beach,AU,5/31/21 15:22,-26.5333,153.1,58.1,88,53,7.92
349,Saint-Denis,FR,5/31/21 15:22,48.9167,2.3333,77.05,35,0,5.99
350,Shakawe,BW,5/31/21 15:22,-18.3667,21.85,79.9,15,100,1.9
351,Amambai,BR,5/31/21 15:22,-23.1042,-55.2258,71.74,55,1,1.48
352,Korla,CN,5/31/21 15:22,41.7597,86.1469,83.1,15,100,6.29
353,Raudeberg,NO,5/31/21 15:22,61.9875,5.1352,71.2,88,63,8.72
354,Klamath Falls,US,5/31/21 15:22,42.2249,-121.7817,64.31,44,1,5.01
355,Constitucion,CL,5/31/21 15:22,-35.3333,-72.4167,61.57,86,95,5.12
356,Lichuan,CN,5/31/21 15:22,30.3,108.85,64.33,89,97,1.81
357,Komsomolskiy,UZ,5/31/21 15:22,40.4272,71.7189,86.72,23,1,4.61
358,Mujiayingzi,CN,5/31/21 15:22,42.1167,118.7833,58.68,69,100,12.8
359,Vanimo,PG,5/31/21 15:20,-2.6741,141.3028,78.57,88,100,7.78
360,La Romana,DO,5/31/21 15:18,18.4273,-68.9728,86.36,66,40,5.75
361,Varhaug,NO,5/31/21 15:22,58.6147,5.6457,65.86,68,7,14.74
362,Humaita,BR,5/31/21 15:22,-7.5061,-63.0208,91.29,46,16,3.56
363,Kjopsvik,NO,5/31/21 15:22,68.097,16.3742,51.67,88,100,3.78
364,Nuuk,GL,5/31/21 15:22,64.1835,-51.7216,36.21,87,75,23.02
365,Havoysund,NO,5/31/21 15:22,70.9963,24.6622,44.83,96,100,25.79
366,Pokhara,NP,5/31/21 15:22,28.2333,83.9833,72.37,78,31,5.14
367,Am Timan,TD,5/31/21 15:22,11.0297,20.2827,107.19,13,31,7.2
368,Melilla,ES,5/31/21 15:22,35.2937,-2.9383,75.4,88,75,8.05
369,Ibra,OM,5/31/21 15:22,22.6906,58.5334,99.07,14,39,13.31
370,San Cristobal,VE,5/31/21 15:22,7.7669,-72.225,77.18,63,97,6.13
371,Thinadhoo,MV,5/31/21 15:18,0.5333,72.9333,84.4,71,95,18.03
372,Nunoa,PE,5/31/21 15:22,-14.48,-70.6411,47.62,39,100,3.4
373,Olga,RU,5/31/21 15:22,43.7444,135.2892,44.42,98,94,0.74
374,Omboue,GA,5/31/21 15:22,-1.5746,9.2618,81.37,75,100,9.98
375,Bellevue,US,5/31/21 15:20,47.6104,-122.2007,63.23,77,20,1.01
376,Lishu,CN,5/31/21 15:22,43.3047,124.3278,67.91,49,100,9.82
377,Denpasar,ID,5/31/21 15:22,-8.65,115.2167,78.46,89,20,1.9
378,Jamui,IN,5/31/21 15:22,24.9167,86.2167,93.85,45,80,5.19
379,Kokkola,FI,5/31/21 15:22,63.8385,23.1307,57.36,60,0,11.01
380,Zhaotong,CN,5/31/21 15:23,27.3167,103.7167,60.76,89,81,5.14
381,Kananga,CD,5/31/21 15:23,-5.8958,22.4178,88.95,22,16,4.03
382,Atlantic Beach,US,5/31/21 15:23,30.3344,-81.3987,82.24,63,20,4
383,Santiago De Cuba,CU,5/31/21 15:20,20.0247,-75.8219,86.11,66,40,5.75
384,Manggar,ID,5/31/21 15:23,-2.8833,108.2667,82.2,75,100,4.5
385,Eureka,US,5/31/21 15:23,40.8021,-124.1637,59.2,85,90,3.96
386,Contai,IN,5/31/21 15:23,21.7786,87.7536,86.43,77,100,14.9
387,Saint George,US,5/31/21 15:23,37.1041,-113.5841,82.87,16,1,1.99
388,Qui Nhon,VN,5/31/21 15:23,13.7667,109.2333,83.1,84,45,4.03
389,Sechura,PE,5/31/21 15:23,-5.5569,-80.8222,71.89,72,100,10.74
390,Atikokan,CA,5/31/21 15:23,48.7555,-91.6216,60.48,61,22,3.85
391,Ulladulla,AU,5/31/21 15:23,-35.35,150.4667,47.08,73,4,5.46
392,San Policarpo,PH,5/31/21 15:23,12.1791,125.5072,80.73,86,100,5.97
393,Gualaca,PA,5/31/21 15:23,8.5333,-82.3,87.73,63,43,1.59
394,Pisco,PE,5/31/21 15:23,-13.7,-76.2167,66.25,82,90,0
395,Fort-Shevchenko,KZ,5/31/21 15:23,44.5086,50.263,70.03,76,0,7.7
396,Berdychiv,UA,5/31/21 15:23,49.8993,28.6024,55.85,72,95,8.55
397,Yenagoa,NG,5/31/21 15:23,4.9247,6.2642,80.37,83,100,6.62
398,Maniitsoq,GL,5/31/21 15:23,65.4167,-52.9,34.48,99,100,10.16
399,Lexington,US,5/31/21 15:20,37.9887,-84.4777,66.09,59,1,1.99
400,Djambala,CG,5/31/21 15:23,-2.5447,14.7533,85.51,47,91,6.38
401,Beira,MZ,5/31/21 15:23,-19.8436,34.8389,75.29,78,40,6.91
402,Zhangjiakou,CN,5/31/21 15:23,40.81,114.8794,60.78,45,50,7.43
403,Sabha,LY,5/31/21 15:23,27.0377,14.4283,101.35,9,1,12.26
404,Agirish,RU,5/31/21 15:23,61.9247,63.0231,50.9,37,70,6.26
405,Celendin,PE,5/31/21 15:23,-6.8703,-78.1517,64.92,73,100,3.24
406,Rundu,NA,5/31/21 15:23,-17.9333,19.7667,79.56,14,100,2.44
407,Bolgatanga,GH,5/31/21 15:21,10.7856,-0.8514,102.13,28,23,3.69
408,La Quinta,US,5/31/21 15:21,33.6634,-116.31,94.64,52,1,1.01
409,Vila Velha,BR,5/31/21 15:23,-20.3297,-40.2925,84.96,64,75,10.36
410,Pleasant Point,NZ,5/31/21 15:23,-44.2667,171.1333,47.28,97,100,3.2
411,Kichera,RU,5/31/21 15:23,55.9375,110.0997,41.92,74,100,6.11
412,Dingtao,CN,5/31/21 15:23,35.0683,115.5625,71.64,64,100,13.62
413,Hurghada,EG,5/31/21 15:23,27.2574,33.8129,104.04,15,0,3.44
414,Jinchang,CN,5/31/21 15:23,38.4953,102.1739,67.21,15,100,4.03
415,Antofagasta,CL,5/31/21 15:23,-23.65,-70.4,70.21,56,38,5.35
416,Sao Filipe,CV,5/31/21 15:19,14.8961,-24.4956,74.46,76,9,14.76
417,Iacu,BR,5/31/21 15:23,-12.7672,-40.2117,90.66,35,27,4.38
418,Sept-Iles,CA,5/31/21 15:23,50.2001,-66.3821,44.06,91,90,7
419,Victor Harbor,AU,5/31/21 15:23,-35.5667,138.6167,57.9,37,94,8.03
420,Huarmey,PE,5/31/21 15:23,-10.0681,-78.1522,68.97,79,93,8.57
421,Genhe,CN,5/31/21 15:23,50.7833,121.5167,51.19,95,100,13.15
422,Wau,SS,5/31/21 15:23,7.7029,27.9953,101.84,19,68,7.83
423,Chokwe,MZ,5/31/21 15:23,-24.5333,32.9833,72.16,51,94,0.94
424,Wawa,NG,5/31/21 15:23,9.9022,4.4192,100.54,28,82,7.52
425,Zheleznodorozhnyy,RU,5/31/21 15:23,55.7503,38.0042,55.81,55,100,7.76
426,Mesetas,CO,5/31/21 15:23,3.3846,-74.0442,74.41,92,94,4.32
427,Nelson Bay,AU,5/31/21 15:23,-32.7167,152.15,54.68,95,4,4.43
428,Piacabucu,BR,5/31/21 15:23,-10.4056,-36.4344,81.91,70,37,7.34
429,Klaksvik,FO,5/31/21 15:23,62.2266,-6.589,56.32,95,81,14.5
430,Jardim,BR,5/31/21 15:23,-21.4803,-56.1381,71.02,82,94,3.71
431,Kamina,CD,5/31/21 15:23,-8.7386,24.9906,79.25,33,1,4.68
432,Nakamura,JP,5/31/21 15:23,32.9833,132.9333,62.46,89,100,2.42
433,Salto,UY,5/31/21 15:22,-31.3833,-57.9667,58.87,73,52,8.99
434,Ushtobe,KZ,5/31/21 15:23,45.2514,77.9838,73.85,15,0,6.78
435,Kouroussa,GN,5/31/21 15:23,10.65,-9.8833,97.29,32,37,4.18
436,North Bend,US,5/31/21 15:23,43.4065,-124.2243,62.85,76,1,0
437,Matagami,CA,5/31/21 15:23,49.7502,-77.6328,62.71,42,90,5.77
438,Pidhaytsi,UA,5/31/21 15:23,49.2685,25.1334,59.86,67,85,9.22
439,Eydhafushi,MV,5/31/21 15:23,5.1033,73.0708,83.61,71,85,20.24
440,Lekoni,GA,5/31/21 15:23,-1.5843,14.2591,86.94,51,100,3.58
441,Poum,NC,5/31/21 15:21,-20.2333,164.0167,71.91,55,32,15.39
442,Xining,CN,5/31/21 15:22,36.6167,101.7667,50.05,71,94,2.55
443,Rawah,IQ,5/31/21 15:23,34.4816,41.9093,99.95,9,0,7.9
444,Porto San Giorgio,IT,5/31/21 15:23,43.1827,13.7934,70.75,52,1,14.14
445,Linares,CL,5/31/21 15:19,-35.85,-71.6,57.04,73,100,0.4
446,Villefranche-Sur-Saone,FR,5/31/21 15:23,45.9833,4.7167,82.42,40,1,1.99
447,Mount Gambier,AU,5/31/21 15:23,-37.8333,140.7667,49.91,50,100,11.5
448,Grindavik,IS,5/31/21 15:23,63.8424,-22.4338,51.75,76,75,21.99
449,Armidale,AU,5/31/21 15:23,-30.5167,151.65,37.81,85,78,2.8
450,Aripuana,BR,5/31/21 15:23,-9.1667,-60.6333,90.21,41,83,3.24
451,Pilar,BR,5/31/21 15:23,-9.5972,-35.9567,78.73,59,28,8.14
452,Faanui,PF,5/31/21 15:23,-16.4833,-151.75,78.4,68,100,14.58
453,Turukhansk,RU,5/31/21 15:23,65.8167,87.9833,39.36,93,100,1.54
454,La Spezia,IT,5/31/21 15:23,44.1105,9.8434,75.97,55,42,4.18
455,Yuci,CN,5/31/21 15:23,37.6803,112.7319,62.35,67,0,5.88
456,Dicabisagan,PH,5/31/21 15:23,17.0818,122.4157,81.5,85,88,2.48
457,La Seyne-Sur-Mer,FR,5/31/21 15:23,43.0982,5.8847,78.91,51,18,4
458,Westport,US,5/31/21 15:23,41.1415,-73.3579,57.94,82,90,1.99
459,Parsons,US,5/31/21 15:23,37.3403,-95.2611,65.16,77,100,7.54
460,Kariba,ZW,5/31/21 15:23,-16.5167,28.8,76.33,32,96,3.53
461,Puerto Lleras,CO,5/31/21 15:23,3.0223,-73.4044,75.16,94,96,3.06
462,Marana,US,5/31/21 15:23,32.4367,-111.2254,86.18,27,1,0
463,Shadegan,IR,5/31/21 15:23,30.6497,48.6647,109.35,5,0,19.93
464,Sur,OM,5/31/21 15:23,22.5667,59.5289,95.16,33,89,4.74
465,Poya,NC,5/31/21 15:23,-21.35,165.15,66.36,70,76,6.78
466,Beisfjord,NO,5/31/21 15:23,68.3751,17.5988,53.04,83,100,3.11
467,Guane,CU,5/31/21 15:23,22.2025,-84.0875,86.2,55,0,7.78
468,Tongliao,CN,5/31/21 15:23,43.6125,122.2653,66.36,48,100,20.49
469,Kommunar,RU,5/31/21 15:23,59.6206,30.39,57.42,66,100,7.96
470,Beringovskiy,RU,5/31/21 15:23,63.05,179.3167,30.38,90,92,8.32
471,Umm Lajj,SA,5/31/21 15:23,25.0213,37.2685,90.55,45,2,15.88
472,Hede,CN,5/31/21 15:23,33.7681,120.2517,69.67,56,68,10.8
473,Berdigestyakh,RU,5/31/21 15:23,62.0989,126.6992,50.76,43,99,2.48
474,Hami,CN,5/31/21 15:23,42.8,93.45,82.15,8,0,16.62
475,Vila Franca Do Campo,PT,5/31/21 15:23,37.7167,-25.4333,68.41,67,73,9.22
476,Fereydun Kenar,IR,5/31/21 15:19,36.6864,52.5225,77.31,72,0,4.68
477,Wad Rawah,SD,5/31/21 15:23,15.1603,33.1397,109.96,10,6,10.02
478,Road Town,VG,5/31/21 15:21,18.4167,-64.6167,85.19,70,20,11.5
479,Barentu,ER,5/31/21 15:23,15.1139,37.5928,100.54,8,6,21.74
480,Nicoya,CR,5/31/21 15:23,10.1483,-85.452,85.55,56,11,8.84
481,Ereymentau,KZ,5/31/21 15:23,51.6199,73.1033,70.25,60,35,8.93
482,Fortuna,US,5/31/21 15:23,40.5982,-124.1573,58.93,82,78,4.5
483,Aksarka,RU,5/31/21 15:23,66.5606,67.7975,48.06,44,14,14.38
484,Esil,KZ,5/31/21 15:23,51.9556,66.4042,76.06,50,40,11.95
485,Rapid City,US,5/31/21 15:23,44.0805,-103.231,70.29,47,1,5.01
486,Liverpool,GB,5/31/21 15:21,53.4106,-2.9779,74.44,51,0,5.01
487,Bridgewater,CA,5/31/21 15:18,44.3835,-64.5155,58.26,100,100,5.17
488,Lovozero,RU,5/31/21 15:23,68.005,35.0117,46,71,100,16.24
489,San Isidro,PE,5/31/21 15:19,-12.1167,-77.05,64.26,91,90,5.19
490,Kozhva,RU,5/31/21 15:23,65.1073,57.0459,46.2,60,98,7.9
491,Elk River,US,5/31/21 15:23,45.3038,-93.5672,67.19,75,2,1.01
492,Petropavlovka,RU,5/31/21 15:23,50.6114,105.3196,36.9,66,26,5.32
493,Hamza,UZ,5/31/21 15:23,40.4264,71.4956,87.75,29,1,8.41
494,Ankazoabo,MG,5/31/21 15:23,-22.2833,44.5167,68.36,36,7,1.68
495,Kayerkan,RU,5/31/21 15:23,69.3497,87.7602,32.29,91,100,9.66
496,Gizo,SB,5/31/21 15:23,-8.103,156.8419,80.94,85,85,19.13
497,Kirakira,SB,5/31/21 15:23,-10.4544,161.9205,77.9,89,94,9.08
498,Roald,NO,5/31/21 15:23,62.5833,6.1333,74.16,72,0,13.8
499,Hammerfest,NO,5/31/21 15:23,70.6634,23.6821,44.33,93,75,18.41
500,Lengshuijiang,CN,5/31/21 15:23,27.6881,111.4294,73.47,93,27,0.83
501,Leonidovo,RU,5/31/21 15:23,49.2833,142.8667,36.68,94,10,4.56
502,Vetlanda,SE,5/31/21 15:23,57.4289,15.0776,76.87,38,100,8.84
503,Pasighat,IN,5/31/21 15:23,28.0667,95.3333,73.99,94,100,3.11
504,Chalmette,US,5/31/21 15:23,29.9427,-89.9634,82.99,61,1,5.99
505,Geraldton,AU,5/31/21 15:23,-28.7667,114.6,54.01,94,33,14.63
506,Novoilinsk,RU,5/31/21 15:23,51.6829,108.7143,34.12,75,5,4.12
507,Valparaiso,CL,5/31/21 15:22,-33.0393,-71.6273,77.23,26,0,6.91
508,Lagos,NG,5/31/21 15:23,6.5833,3.75,86.32,63,90,10.58
509,Husavik,IS,5/31/21 15:19,66.0449,-17.3389,55.31,44,46,16.62
510,Gravdal,NO,5/31/21 15:23,68.1214,13.5031,49.89,81,75,4.61
511,Emerald,AU,5/31/21 15:23,-23.5333,148.1667,53.74,71,5,5.75
512,Thunder Bay,CA,5/31/21 15:20,48.4001,-89.3168,64.31,61,40,8.05
513,Muyezerskiy,RU,5/31/21 15:23,63.9333,31.65,53.2,68,100,6.15
514,Baykit,RU,5/31/21 15:23,61.67,96.37,52.39,62,97,3.98
515,Kota Kinabalu,MY,5/31/21 15:23,5.9749,116.0724,82.38,83,20,4.61
516,Half Moon Bay,US,5/31/21 15:23,37.4636,-122.4286,72.75,76,1,3
517,Naze,JP,5/31/21 15:23,28.3667,129.4833,71.42,77,56,16.82
518,Mattru,SL,5/31/21 15:23,7.6244,-11.8332,72.73,97,100,3.67
519,Rawlins,US,5/31/21 15:23,41.7911,-107.2387,50.34,67,1,10.36
520,Tvoroyri,FO,5/31/21 15:23,61.5556,-6.8111,56.59,94,93,14.03
521,Chapais,CA,5/31/21 15:21,49.7834,-74.8492,64.18,29,36,6.46
522,Byron Bay,AU,5/31/21 15:18,-28.65,153.6167,56.88,88,24,7.99
523,Santiago Del Estero,AR,5/31/21 15:23,-27.7951,-64.2615,66.72,29,0,9.33
524,Igrim,RU,5/31/21 15:23,63.1906,64.4162,52.57,37,71,4.09
525,Kilindoni,TZ,5/31/21 15:23,-7.9139,39.6668,78.55,78,19,9.78
526,Durango,MX,5/31/21 15:19,24.8333,-104.8333,71.67,36,5,4.36
527,Awbari,LY,5/31/21 15:23,26.5921,12.7805,102.97,9,5,11.21
528,Pontes E Lacerda,BR,5/31/21 15:23,-15.2261,-59.3353,81.57,55,100,6.38
529,Reforma,MX,5/31/21 15:23,18.1,-91.0167,86.94,51,11,11.92
530,Marzuq,YE,5/31/21 15:19,14.4,46.4667,92.17,12,65,4.52
531,Lardos,GR,5/31/21 15:23,36.0942,28.0157,75.02,59,0,14.41
532,Kilis,TR,5/31/21 15:23,36.7161,37.115,89.83,16,2,19.39
533,Salalah,OM,5/31/21 15:23,17.0151,54.0924,84.29,84,40,10.36
534,Bukama,CD,5/31/21 15:23,-9.2,25.85,86.18,30,48,2.86
535,Eyl,SO,5/31/21 15:23,7.9803,49.8164,81.61,72,97,19.66
536,San Roque,ES,5/31/21 15:23,36.2107,-5.3842,70.63,68,20,10.36
537,Palau,PW,5/31/21 15:23,7.503,134.621,80.56,83,75,14.14
538,Krivosheino,RU,5/31/21 15:23,57.3431,83.9261,64.98,73,87,8.88
539,Sant Julia De Loria,AD,5/31/21 15:23,42.4625,1.4825,73.2,44,40,5.21
540,Pangnirtung,CA,5/31/21 15:23,66.1451,-65.7125,32,100,20,10.36
541,Tazovskiy,RU,5/31/21 15:23,67.4667,78.7,36.68,68,100,3.85
542,Matehuala,MX,5/31/21 15:23,23.65,-100.65,70.2,69,76,10.31
543,Quelimane,MZ,5/31/21 15:23,-17.8786,36.8883,76.95,73,40,8.05
544,Santa Paula,US,5/31/21 15:23,34.3542,-119.0593,68.05,86,90,2.42
545,Boyolangu,ID,5/31/21 15:23,-8.1181,111.8935,75.25,92,79,2.77
546,Rabat,MA,5/31/21 15:23,33.9911,-6.8401,69.87,73,75,12.01
547,Vallenar,CL,5/31/21 15:23,-28.5708,-70.7581,80.83,12,1,3.04
548,Wexford,IE,5/31/21 15:18,52.3342,-6.4575,63.21,76,18,10.25
549,Almaznyy,RU,5/31/21 15:23,48.0448,40.045,75.34,80,100,9.33
550,Tete,MZ,5/31/21 15:23,-16.1564,33.5867,86.09,25,20,10.36
551,Malatya,TR,5/31/21 15:23,38.5,38,82.45,20,75,20.96
552,Bougouni,ML,5/31/21 15:23,11.417,-7.479,98.94,28,93,7.72
553,Amuntai,ID,5/31/21 15:23,-2.4177,115.2494,78.69,85,87,1.43
554,Jumla,NP,5/31/21 15:23,29.2747,82.1838,56.71,91,37,1.97
555,Margate,GB,5/31/21 15:19,51.3813,1.3862,74.32,84,0,11.97
556,Rameshki,RU,5/31/21 15:23,57.3439,36.0453,55.94,42,98,4.21
557,Abu Dhabi,AE,5/31/21 15:19,24.4667,54.3667,95.11,59,0,11.74
558,Saint-Francois,FR,5/31/21 15:23,46.4154,3.9054,79.68,41,0,5.75
559,Finnsnes,NO,5/31/21 15:23,69.2296,17.9811,56.01,63,100,7.7
560,Lithgow,AU,5/31/21 15:23,-33.4833,150.15,36.86,71,98,3.62
561,Maurepas,FR,5/31/21 15:23,48.7649,1.9292,75.52,33,0,4